PR#,Review Time,Review Time (working days),Review Time (mins),Initial Response Time (working days),Initial Response Time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR Ready On,PR Merged On,Ready->Merge,PR Author,PR URL
69570,12h 59m,1 day and 4h 59m [Based on 8h on a working day],779,6h 14m 36s,374,6,1,3,10,2026-08-17T14:28:36Z,2026-08-18T18:59:21Z,1d 4h 30m 45s,BaconMan1168,https://github.com/freeCodeCamp/freeCodeCamp/pull/69570
69569,6h 8m 3s,6h 8m 3s,368,6h 8m 3s,368,0,0,0,0,2026-08-17T14:28:25Z,2026-08-17T21:13:55Z,6h 45m 30s,BaconMan1168,https://github.com/freeCodeCamp/freeCodeCamp/pull/69569
69552,0s,0s,0,0s,0,0,0,0,0,2026-08-16T14:40:56Z,2026-08-17T11:33:11Z,20h 52m 15s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/69552
69522,2h 34m 50s,2h 34m 50s,154,2h 34m 50s,154,0,1,0,1,2026-08-13T13:46:11Z,2026-08-13T16:56:35Z,3h 10m 24s,subodh-77,https://github.com/freeCodeCamp/freeCodeCamp/pull/69522
69520,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-08-13T10:47:51Z,2026-08-17T08:30:34Z,3d 21h 42m 43s,wunianze666-netizen,https://github.com/freeCodeCamp/freeCodeCamp/pull/69520
69518,8h 41m,1 day and 41m [Based on 8h on a working day],521,1 day and 41m [Based on 8h on a working day],521,0,0,0,0,2026-08-13T19:21:48Z,2026-08-14T13:41:55Z,18h 20m 7s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/69518
69515,16h,2 days [Based on 8h on a working day],960,2 days [Based on 8h on a working day],960,0,0,0,0,2026-08-12T22:25:46Z,2026-08-17T11:44:08Z,4d 13h 18m 22s,jacobptnguyen,https://github.com/freeCodeCamp/freeCodeCamp/pull/69515
69511,5h,5h,300,5m 37s,5,1,0,1,2,2026-08-12T16:36:50Z,2026-08-13T07:59:57Z,15h 23m 7s,d4-dhiraj,https://github.com/freeCodeCamp/freeCodeCamp/pull/69511
69506,12h 20m,1 day and 4h 20m [Based on 8h on a working day],740,1 day and 49m [Based on 8h on a working day],529,6,0,4,10,2026-08-12T15:59:46Z,2026-08-13T19:21:02Z,1d 3h 21m 16s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/69506
69502,8m 39s,8m 39s,8,8m 39s,8,0,0,0,0,2026-08-12T15:34:49Z,2026-08-12T16:14:58Z,40m 9s,Dario-DC,https://github.com/freeCodeCamp/freeCodeCamp/pull/69502
69501,3m 53s,3m 53s,3,3m 53s,3,0,0,0,0,2026-08-12T13:36:50Z,2026-08-12T14:21:03Z,44m 13s,MahyarCode,https://github.com/freeCodeCamp/freeCodeCamp/pull/69501
69483,7h,7h,420,7h,420,0,2,0,2,2026-08-11T14:28:50Z,2026-08-12T10:26:22Z,19h 57m 32s,fuentez145,https://github.com/freeCodeCamp/freeCodeCamp/pull/69483
69481,30m 7s,30m 7s,30,30m 7s,30,0,0,0,0,2026-08-11T14:22:25Z,2026-08-11T15:16:57Z,54m 32s,arjun2075,https://github.com/freeCodeCamp/freeCodeCamp/pull/69481
69464,2h 45m,2h 45m,165,2h 45m,165,0,0,0,0,2026-08-10T12:07:55Z,2026-08-10T15:46:30Z,3h 38m 35s,waleed-akram,https://github.com/freeCodeCamp/freeCodeCamp/pull/69464
69463,1h 6m,1h 6m,66,1h 6m,66,0,0,0,0,2026-08-10T11:50:58Z,2026-08-10T14:06:40Z,2h 15m 42s,SachaKefif,https://github.com/freeCodeCamp/freeCodeCamp/pull/69463
69449,0s,0s,0,0s,0,0,0,0,0,2026-08-09T15:09:29Z,2026-08-10T07:15:01Z,16h 5m 32s,saikiranrayabarapu,https://github.com/freeCodeCamp/freeCodeCamp/pull/69449
69410,5h 15m,5h 15m,315,5h 15m,315,0,0,0,0,2026-08-07T17:01:08Z,2026-08-10T14:15:43Z,2d 21h 14m 35s,Naman-bh,https://github.com/freeCodeCamp/freeCodeCamp/pull/69410
69405,1h 4m 21s,1h 4m 21s,64,1h 4m 21s,64,0,0,0,0,2026-08-07T15:11:22Z,2026-08-07T16:15:46Z,1h 4m 24s,KesleyDavid,https://github.com/freeCodeCamp/freeCodeCamp/pull/69405
69404,1h 35m 25s,1h 35m 25s,95,1h 35m 25s,95,0,0,0,0,2026-08-07T14:26:00Z,2026-08-07T16:01:36Z,1h 35m 36s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/69404
69402,2h 46m,2h 46m,166,2h 46m,166,0,0,0,0,2026-08-07T11:38:45Z,2026-08-07T15:47:07Z,4h 8m 22s,gideonadeti,https://github.com/freeCodeCamp/freeCodeCamp/pull/69402
69388,2h 23m,2h 23m,143,2h 23m,143,0,0,0,0,2026-08-07T07:27:46Z,2026-08-07T15:23:45Z,7h 55m 59s,SudhamshuH,https://github.com/freeCodeCamp/freeCodeCamp/pull/69388
69386,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-08-07T05:46:53Z,2026-08-10T07:51:21Z,3d 2h 4m 28s,jeffrinkdev,https://github.com/freeCodeCamp/freeCodeCamp/pull/69386
69380,1d 10h 51m,4 days and 2h 51m [Based on 8h on a working day],2091,3h 58m,238,2,0,1,3,2026-08-06T20:54:31Z,2026-08-13T14:51:17Z,6d 17h 56m 46s,typovrak,https://github.com/freeCodeCamp/freeCodeCamp/pull/69380
69377,6h 43m,6h 43m,403,3h,180,1,0,1,2,2026-08-06T18:58:00Z,2026-08-07T16:44:30Z,21h 46m 30s,MkhalFadel,https://github.com/freeCodeCamp/freeCodeCamp/pull/69377
69372,6h,6h,360,6h,360,1,0,1,2,2026-08-06T15:34:49Z,2026-08-07T09:27:45Z,17h 52m 56s,priyansh3010,https://github.com/freeCodeCamp/freeCodeCamp/pull/69372
69368,7h,7h,420,1h 12m 10s,72,2,0,2,4,2026-08-06T14:46:39Z,2026-08-07T08:10:55Z,17h 24m 16s,Webmekanic,https://github.com/freeCodeCamp/freeCodeCamp/pull/69368
69364,2h 52m,2h 52m,172,2h 52m,172,0,0,0,0,2026-08-06T12:54:08Z,2026-08-06T15:52:19Z,2h 58m 11s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/69364
69363,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,2,0,1,3,2026-08-06T12:49:17Z,2026-08-10T08:08:22Z,3d 19h 19m 5s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/69363
69362,2h 17m,2h 17m,137,2h 17m,137,0,0,0,0,2026-08-06T12:39:57Z,2026-08-06T15:17:20Z,2h 37m 23s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/69362
69360,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-08-06T11:54:55Z,2026-08-07T08:13:23Z,20h 18m 28s,SudhamshuH,https://github.com/freeCodeCamp/freeCodeCamp/pull/69360
69358,2h 22m,2h 22m,142,2h 4m,124,1,0,1,2,2026-08-06T09:18:12Z,2026-08-06T15:52:38Z,6h 34m 26s,SudhamshuH,https://github.com/freeCodeCamp/freeCodeCamp/pull/69358
69355,1h 40m,1h 40m,100,1h 22m,82,0,0,1,1,2026-08-06T06:25:08Z,2026-08-06T14:40:08Z,8h 15m,Priyesh1311421,https://github.com/freeCodeCamp/freeCodeCamp/pull/69355
69354,0s,0s,0,0s,0,0,0,0,0,2026-08-06T04:39:33Z,2026-08-06T06:58:10Z,2h 18m 37s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/69354
69351,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,10,0,3,13,2026-08-11T11:26:09Z,2026-08-13T09:34:16Z,1d 22h 8m 7s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/69351
69284,1h 10m 4s,1h 10m 4s,70,1h 10m 4s,70,0,0,0,0,2026-08-05T16:34:24Z,2026-08-05T18:23:27Z,1h 49m 3s,Rikka-8964,https://github.com/freeCodeCamp/freeCodeCamp/pull/69284
69277,0s,0s,0,0s,0,0,0,0,0,2026-08-05T07:38:14Z,2026-08-05T10:23:53Z,2h 45m 39s,SnehaAN144,https://github.com/freeCodeCamp/freeCodeCamp/pull/69277
69269,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-08-04T13:47:24Z,2026-08-05T07:08:16Z,17h 20m 52s,MkhalFadel,https://github.com/freeCodeCamp/freeCodeCamp/pull/69269
69265,10h 36m,1 day and 2h 36m [Based on 8h on a working day],636,0s,0,3,0,3,6,2026-08-04T06:34:36Z,2026-08-05T15:50:01Z,1d 9h 15m 25s,Kunal241207,https://github.com/freeCodeCamp/freeCodeCamp/pull/69265
69257,20m 17s,20m 17s,20,13m 16s,13,1,1,1,3,2026-08-03T16:23:24Z,2026-08-03T17:23:59Z,1h 0m 35s,mannoz369,https://github.com/freeCodeCamp/freeCodeCamp/pull/69257
69253,7h,7h,420,2h 20m 23s,140,2,0,1,3,2026-08-03T14:22:19Z,2026-08-04T06:02:16Z,15h 39m 57s,nguyenduybao1,https://github.com/freeCodeCamp/freeCodeCamp/pull/69253
69248,3h 31m,3h 31m,211,29m,29,2,0,2,4,2026-08-03T12:08:41Z,2026-08-03T17:11:40Z,5h 2m 59s,masroorhosseini,https://github.com/freeCodeCamp/freeCodeCamp/pull/69248
69247,29m,29m,29,29m,29,0,0,0,0,2026-08-03T11:17:42Z,2026-08-03T14:05:36Z,2h 47m 54s,4ktLuffy,https://github.com/freeCodeCamp/freeCodeCamp/pull/69247
69238,0s,0s,0,0s,0,0,0,0,0,2026-08-03T09:35:33Z,2026-08-03T10:19:28Z,43m 55s,Siripb2,https://github.com/freeCodeCamp/freeCodeCamp/pull/69238
69217,0s,0s,0,0s,0,0,0,0,0,2026-08-02T23:26:12Z,2026-08-03T07:44:08Z,8h 17m 56s,abdulwaarith0,https://github.com/freeCodeCamp/freeCodeCamp/pull/69217
69212,0s,0s,0,0s,0,2,0,1,3,2026-08-02T19:00:50Z,2026-08-03T08:16:46Z,13h 15m 56s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/69212
69211,0s,0s,0,0s,0,0,0,0,0,2026-08-02T18:50:08Z,2026-08-03T07:20:25Z,12h 30m 17s,lyeba19,https://github.com/freeCodeCamp/freeCodeCamp/pull/69211
69209,0s,0s,0,0s,0,0,1,0,1,2026-08-02T13:59:05Z,2026-08-03T06:49:09Z,16h 50m 4s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/69209
69208,0s,0s,0,0s,0,2,0,2,4,2026-08-02T13:49:08Z,2026-08-03T06:27:04Z,16h 37m 56s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/69208
69207,0s,0s,0,0s,0,1,0,1,2,2026-08-02T13:45:40Z,2026-08-03T09:19:31Z,19h 33m 51s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/69207
69204,0s,0s,0,0s,0,0,0,0,0,2026-08-02T12:14:07Z,2026-08-03T07:34:34Z,19h 20m 27s,MkhalFadel,https://github.com/freeCodeCamp/freeCodeCamp/pull/69204
69200,0s,0s,0,0s,0,0,0,0,0,2026-08-02T10:09:38Z,2026-08-03T06:48:32Z,20h 38m 54s,siuu07,https://github.com/freeCodeCamp/freeCodeCamp/pull/69200
69199,0s,0s,0,0s,0,0,0,0,0,2026-08-02T09:36:18Z,2026-08-02T10:24:53Z,48m 35s,NitheshNaik,https://github.com/freeCodeCamp/freeCodeCamp/pull/69199
69189,0s,0s,0,0s,0,0,0,0,0,2026-08-01T19:28:48Z,2026-08-02T06:44:02Z,11h 15m 14s,SujayBWJ,https://github.com/freeCodeCamp/freeCodeCamp/pull/69189
69188,0s,0s,0,0s,0,0,0,1,1,2026-08-01T17:23:13Z,2026-08-03T07:38:10Z,1d 14h 14m 57s,enamulhasan01,https://github.com/freeCodeCamp/freeCodeCamp/pull/69188
69184,0s,0s,0,0s,0,0,0,0,0,2026-08-01T13:27:42Z,2026-08-01T14:58:07Z,1h 30m 25s,mohamedmastouri-hue,https://github.com/freeCodeCamp/freeCodeCamp/pull/69184
69178,0s,0s,0,0s,0,0,0,0,0,2026-08-01T11:31:12Z,2026-08-01T21:32:35Z,10h 1m 23s,MeiSiristhebest,https://github.com/freeCodeCamp/freeCodeCamp/pull/69178
69172,0s,0s,0,0s,0,0,0,0,0,2026-08-01T08:35:40Z,2026-08-01T09:32:50Z,57m 10s,d3vpool,https://github.com/freeCodeCamp/freeCodeCamp/pull/69172
69163,0s,0s,0,0s,0,0,0,0,0,2026-07-31T21:38:41Z,2026-08-01T07:23:44Z,9h 45m 3s,anjupathak03,https://github.com/freeCodeCamp/freeCodeCamp/pull/69163
69162,0s,0s,0,0s,0,0,0,0,0,2026-07-31T21:07:06Z,2026-08-01T07:00:11Z,9h 53m 5s,benpaul2002,https://github.com/freeCodeCamp/freeCodeCamp/pull/69162
69159,3h,3h,180,3h,180,0,1,0,1,2026-07-31T18:41:52Z,2026-08-01T07:59:19Z,13h 17m 27s,TheRodzz,https://github.com/freeCodeCamp/freeCodeCamp/pull/69159
69144,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,1,1,2,4,2026-07-31T09:56:29Z,2026-08-03T10:45:51Z,3d 0h 49m 22s,vinniit-23,https://github.com/freeCodeCamp/freeCodeCamp/pull/69144
69140,0s,0s,0,0s,0,0,0,0,0,2026-07-31T07:27:16Z,2026-07-31T08:25:20Z,58m 4s,Nishant9764,https://github.com/freeCodeCamp/freeCodeCamp/pull/69140
69138,2h,2h,120,2h,120,0,0,0,0,2026-07-30T19:35:27Z,2026-07-31T07:24:15Z,11h 48m 48s,Jamwilltim,https://github.com/freeCodeCamp/freeCodeCamp/pull/69138
69135,4h,4h,240,4h,240,0,0,0,0,2026-07-30T17:51:50Z,2026-07-31T07:26:21Z,13h 34m 31s,prateek-dagar,https://github.com/freeCodeCamp/freeCodeCamp/pull/69135
69134,10h 47m,1 day and 2h 47m [Based on 8h on a working day],647,1h 26m 18s,86,9,2,7,18,2026-07-30T15:47:17Z,2026-07-31T18:26:07Z,1d 2h 38m 50s,rohit-h11,https://github.com/freeCodeCamp/freeCodeCamp/pull/69134
69132,15h,1 day and 7h [Based on 8h on a working day],900,1 day and 4h 3m [Based on 8h on a working day],723,6,0,1,7,2026-07-30T14:05:52Z,2026-08-02T10:56:47Z,2d 20h 50m 55s,Er-SarthakBansal,https://github.com/freeCodeCamp/freeCodeCamp/pull/69132
69130,4h 23m,4h 23m,263,4h 23m,263,0,0,0,0,2026-07-30T12:56:03Z,2026-07-30T17:23:18Z,4h 27m 15s,rohit-h11,https://github.com/freeCodeCamp/freeCodeCamp/pull/69130
69127,4h 8m,4h 8m,248,4h 8m,248,0,0,0,0,2026-07-30T10:25:58Z,2026-07-30T17:47:40Z,7h 21m 42s,bhavana-mb,https://github.com/freeCodeCamp/freeCodeCamp/pull/69127
69125,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-30T10:03:23Z,2026-08-03T07:36:55Z,3d 21h 33m 32s,eng-abdelrahman-sharaf,https://github.com/freeCodeCamp/freeCodeCamp/pull/69125
69114,5h,5h,300,5h,300,0,0,0,0,2026-07-29T16:32:24Z,2026-07-30T07:34:42Z,15h 2m 18s,priyaaa405,https://github.com/freeCodeCamp/freeCodeCamp/pull/69114
69112,46m 55s,46m 55s,46,13m 25s,13,3,0,1,4,2026-07-29T15:19:33Z,2026-07-29T16:46:46Z,1h 27m 13s,ladanhamoud,https://github.com/freeCodeCamp/freeCodeCamp/pull/69112
69111,1h 20m 11s,1h 20m 11s,80,57m 6s,57,5,3,3,11,2026-07-29T15:02:47Z,2026-07-29T17:17:26Z,2h 14m 39s,Vendetaaaa,https://github.com/freeCodeCamp/freeCodeCamp/pull/69111
69107,0s,0s,0,0s,0,0,0,0,0,2026-07-29T10:00:00Z,2026-07-29T10:44:12Z,44m 12s,dishamittalnitb,https://github.com/freeCodeCamp/freeCodeCamp/pull/69107
69106,8h,1 day [Based on 8h on a working day],480,0s,0,4,1,3,8,2026-07-29T09:54:50Z,2026-07-30T10:27:23Z,1d 0h 32m 33s,TheSeydiCharyyev,https://github.com/freeCodeCamp/freeCodeCamp/pull/69106
69101,0s,0s,0,0s,0,0,0,0,0,2026-07-29T07:43:30Z,2026-07-29T09:05:24Z,1h 21m 54s,Anavyarai,https://github.com/freeCodeCamp/freeCodeCamp/pull/69101
69100,0s,0s,0,0s,0,0,0,0,0,2026-07-29T06:13:13Z,2026-07-29T09:18:17Z,3h 5m 4s,Aimwee,https://github.com/freeCodeCamp/freeCodeCamp/pull/69100
69099,1h 53m,1h 53m,113,0s,0,1,0,2,3,2026-07-28T21:23:21Z,2026-07-29T15:30:31Z,18h 7m 10s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/69099
69097,3d 21h 58m,11 days and 5h 58m [Based on 8h on a working day],5638,11 days and 5h 58m [Based on 8h on a working day],5638,0,0,0,0,2026-07-28T18:34:05Z,2026-08-13T15:58:46Z,15d 21h 24m 41s,eva-lng,https://github.com/freeCodeCamp/freeCodeCamp/pull/69097
69096,1d 2h 40m,3 days and 2h 40m [Based on 8h on a working day],1600,1 day [Based on 8h on a working day],480,11,1,3,15,2026-07-28T13:14:24Z,2026-07-31T15:44:18Z,3d 2h 29m 54s,TEE0207,https://github.com/freeCodeCamp/freeCodeCamp/pull/69096
69095,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,1,0,1,2,2026-07-28T12:22:54Z,2026-07-29T10:03:58Z,21h 41m 4s,waleed-akram,https://github.com/freeCodeCamp/freeCodeCamp/pull/69095
69094,0s,0s,0,0s,0,0,1,2,3,2026-07-28T07:24:02Z,2026-07-28T10:12:10Z,2h 48m 8s,Webmekanic,https://github.com/freeCodeCamp/freeCodeCamp/pull/69094
69084,1h 24m 30s,1h 24m 30s,84,1h 24m 30s,84,0,0,0,0,2026-07-27T18:07:48Z,2026-07-27T19:32:21Z,1h 24m 33s,owevertonguedes,https://github.com/freeCodeCamp/freeCodeCamp/pull/69084
69083,8m 56s,8m 56s,8,8m 56s,8,0,0,0,0,2026-07-27T15:58:22Z,2026-07-27T16:41:47Z,43m 25s,owevertonguedes,https://github.com/freeCodeCamp/freeCodeCamp/pull/69083
69081,3d 7h,9 days and 7h [Based on 8h on a working day],4740,6 days and 7h 57m [Based on 8h on a working day],3357,6,1,6,13,2026-07-27T14:31:41Z,2026-08-10T09:40:19Z,13d 19h 8m 38s,jaykumar14921,https://github.com/freeCodeCamp/freeCodeCamp/pull/69081
69078,30m,30m,30,30m,30,0,1,0,1,2026-07-27T12:11:38Z,2026-07-27T14:08:35Z,1h 56m 57s,Hashim1999164,https://github.com/freeCodeCamp/freeCodeCamp/pull/69078
69071,0s,0s,0,0s,0,1,0,0,1,2026-07-27T07:44:56Z,2026-07-27T08:26:15Z,41m 19s,laxitajain,https://github.com/freeCodeCamp/freeCodeCamp/pull/69071
69070,0s,0s,0,0s,0,0,0,0,0,2026-07-27T07:38:17Z,2026-07-27T08:59:34Z,1h 21m 17s,Vam-si-krish,https://github.com/freeCodeCamp/freeCodeCamp/pull/69070
69053,0s,0s,0,0s,0,0,0,0,0,2026-07-27T05:02:32Z,2026-07-27T06:43:17Z,1h 40m 45s,Ayush3396,https://github.com/freeCodeCamp/freeCodeCamp/pull/69053
69052,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-27T03:53:37Z,2026-07-28T06:35:30Z,1d 2h 41m 53s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/69052
69051,2d 17h 55m,8 days and 1h 55m [Based on 8h on a working day],3955,7 days and 46m [Based on 8h on a working day],3406,20,0,1,21,2026-07-27T02:48:33Z,2026-08-06T14:55:22Z,10d 12h 6m 49s,jeffrinkdev,https://github.com/freeCodeCamp/freeCodeCamp/pull/69051
69046,23m,23m,23,23m,23,0,1,0,1,2026-07-26T14:27:25Z,2026-07-27T13:23:55Z,22h 56m 30s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/69046
69038,0s,0s,0,0s,0,0,0,0,0,2026-07-25T17:24:23Z,2026-07-26T07:16:59Z,13h 52m 36s,Vanshdeep001,https://github.com/freeCodeCamp/freeCodeCamp/pull/69038
69029,0s,0s,0,0s,0,0,0,0,0,2026-07-25T04:13:19Z,2026-07-25T07:54:33Z,3h 41m 14s,TexasAppz,https://github.com/freeCodeCamp/freeCodeCamp/pull/69029
69025,6h,6h,360,1h 46m 51s,106,3,0,1,4,2026-07-24T15:31:50Z,2026-07-25T07:46:12Z,16h 14m 22s,Bhavani2016,https://github.com/freeCodeCamp/freeCodeCamp/pull/69025
69018,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-24T10:07:22Z,2026-07-25T09:02:12Z,22h 54m 50s,ATURKIEH,https://github.com/freeCodeCamp/freeCodeCamp/pull/69018
69011,0s,0s,0,0s,0,1,0,2,3,2026-07-24T07:23:32Z,2026-07-24T09:38:20Z,2h 14m 48s,alihamzaio,https://github.com/freeCodeCamp/freeCodeCamp/pull/69011
69008,0s,0s,0,0s,0,0,0,0,0,2026-07-24T04:09:38Z,2026-07-24T06:50:31Z,2h 40m 53s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/69008
69006,2h,2h,120,1h 29m 42s,89,1,0,1,2,2026-07-23T19:27:28Z,2026-07-24T07:03:47Z,11h 36m 19s,RAJ-A58,https://github.com/freeCodeCamp/freeCodeCamp/pull/69006
69004,11h,1 day and 3h [Based on 8h on a working day],660,1 day and 3h [Based on 8h on a working day],660,0,0,0,0,2026-07-23T18:08:25Z,2026-07-26T06:40:38Z,2d 12h 32m 13s,eng-abdelrahman-sharaf,https://github.com/freeCodeCamp/freeCodeCamp/pull/69004
69002,5h,5h,300,5h,300,0,0,0,0,2026-07-23T16:37:26Z,2026-07-24T07:13:02Z,14h 35m 36s,Benlite777,https://github.com/freeCodeCamp/freeCodeCamp/pull/69002
69001,9h 39m,1 day and 1h 39m [Based on 8h on a working day],579,1 day and 1h 39m [Based on 8h on a working day],579,0,0,0,0,2026-07-23T16:17:19Z,2026-07-24T17:39:23Z,1d 1h 22m 4s,eng-abdelrahman-sharaf,https://github.com/freeCodeCamp/freeCodeCamp/pull/69001
68993,1h 55m,1h 55m,115,0s,0,0,0,1,1,2026-07-23T09:38:23Z,2026-07-23T14:55:23Z,5h 17m,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/68993
68988,0s,0s,0,0s,0,2,0,2,4,2026-07-22T21:58:31Z,2026-07-23T08:26:08Z,10h 27m 37s,Pranayd555,https://github.com/freeCodeCamp/freeCodeCamp/pull/68988
68986,1h,1h,60,1h,60,0,0,0,0,2026-07-22T20:09:51Z,2026-07-23T05:53:31Z,9h 43m 40s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68986
68984,3h,3h,180,3h,180,0,0,0,0,2026-07-22T18:37:23Z,2026-07-23T06:12:02Z,11h 34m 39s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/68984
68982,21h,2 days and 5h [Based on 8h on a working day],1260,2 days and 5h [Based on 8h on a working day],1260,1,0,0,1,2026-07-22T16:06:04Z,2026-07-27T05:56:22Z,4d 13h 50m 18s,typovrak,https://github.com/freeCodeCamp/freeCodeCamp/pull/68982
68979,50m 28s,50m 28s,50,50m 28s,50,0,0,0,0,2026-07-22T13:49:13Z,2026-07-22T15:19:42Z,1h 30m 29s,TheDeveloperDoctor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68979
68969,5m,5m,5,5m,5,0,0,0,0,2026-07-22T12:59:26Z,2026-07-22T13:44:55Z,45m 29s,RAJ-A58,https://github.com/freeCodeCamp/freeCodeCamp/pull/68969
68964,1d 16h,5 days [Based on 8h on a working day],2400,4 days [Based on 8h on a working day],1920,2,0,2,4,2026-07-22T12:01:06Z,2026-07-30T08:21:54Z,7d 20h 20m 48s,TEE0207,https://github.com/freeCodeCamp/freeCodeCamp/pull/68964
68961,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-22T05:39:13Z,2026-07-23T09:45:32Z,1d 4h 6m 19s,ritishDas,https://github.com/freeCodeCamp/freeCodeCamp/pull/68961
68960,0s,0s,0,0s,0,0,0,0,0,2026-07-22T04:39:04Z,2026-07-22T09:58:40Z,5h 19m 36s,Technoritesh152005,https://github.com/freeCodeCamp/freeCodeCamp/pull/68960
68959,0s,0s,0,0s,0,0,0,0,0,2026-07-21T23:05:46Z,2026-07-22T09:29:55Z,10h 24m 9s,huyenltnguyen,https://github.com/freeCodeCamp/freeCodeCamp/pull/68959
68958,2d 17h,8 days and 1h [Based on 8h on a working day],3900,5 days and 1h [Based on 8h on a working day],2460,2,0,1,3,2026-07-21T20:56:40Z,2026-08-01T08:49:58Z,10d 11h 53m 18s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68958
