PR#,Review Time,Review Time (working days),Review Time (mins),Initial Response Time (working days),Initial Response Time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR Ready On,PR Merged On,Ready->Merge,PR Author,PR URL
69379,1h,1h,60,1h,60,0,0,0,0,2026-08-06T20:48:43Z,2026-08-07T09:30:39Z,12h 41m 56s,Rashid0312,https://github.com/freeCodeCamp/freeCodeCamp/pull/69379
69352,0s,0s,0,0s,0,2,0,1,3,2026-08-05T21:19:54Z,2026-08-06T12:29:58Z,15h 10m 4s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/69352
69351,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-08-11T11:26:09Z,2026-08-13T09:34:16Z,1d 22h 8m 7s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/69351
69272,1h 56m 26s,1h 56m 26s,116,1h 56m 26s,116,0,0,0,0,2026-08-04T18:45:35Z,2026-08-04T20:58:37Z,2h 13m 2s,manjushree66,https://github.com/freeCodeCamp/freeCodeCamp/pull/69272
69263,0s,0s,0,0s,0,0,0,0,0,2026-08-04T00:21:06Z,2026-08-04T00:55:40Z,34m 34s,duna-akin,https://github.com/freeCodeCamp/freeCodeCamp/pull/69263
69261,0s,0s,0,0s,0,0,0,0,0,2026-08-03T23:11:06Z,2026-08-03T23:50:01Z,38m 55s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/69261
69260,2h,2h,120,2h,120,0,0,0,0,2026-08-03T19:58:49Z,2026-08-03T22:17:43Z,2h 18m 54s,nmleuz,https://github.com/freeCodeCamp/freeCodeCamp/pull/69260
69259,2h,2h,120,2h,120,0,0,0,0,2026-08-03T19:21:32Z,2026-08-03T22:18:46Z,2h 57m 14s,aryanraj7791,https://github.com/freeCodeCamp/freeCodeCamp/pull/69259
69256,3h,3h,180,3h,180,0,0,0,0,2026-08-03T18:25:47Z,2026-08-04T11:23:31Z,16h 57m 44s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/69256
69201,0s,0s,0,0s,0,0,0,0,0,2026-08-02T10:27:35Z,2026-08-02T13:29:31Z,3h 1m 56s,raahu1l,https://github.com/freeCodeCamp/freeCodeCamp/pull/69201
69177,0s,0s,0,0s,0,0,0,0,0,2026-08-01T10:30:58Z,2026-08-01T11:42:16Z,1h 11m 18s,Kunal241207,https://github.com/freeCodeCamp/freeCodeCamp/pull/69177
69161,1h 13m 9s,1h 13m 9s,73,1h 13m 9s,73,0,0,0,0,2026-07-31T19:17:55Z,2026-07-31T21:16:32Z,1h 58m 37s,Funmax365,https://github.com/freeCodeCamp/freeCodeCamp/pull/69161
69155,2h 54m 47s,2h 54m 47s,174,2h 54m 47s,174,0,0,0,0,2026-07-31T17:29:44Z,2026-07-31T21:04:04Z,3h 34m 20s,developmentwithparth1311,https://github.com/freeCodeCamp/freeCodeCamp/pull/69155
69049,0s,0s,0,0s,0,0,0,0,0,2026-07-26T21:43:32Z,2026-07-26T23:59:45Z,2h 16m 13s,nahidh-os,https://github.com/freeCodeCamp/freeCodeCamp/pull/69049
69048,0s,0s,0,0s,0,0,0,0,0,2026-07-26T20:10:55Z,2026-07-26T23:54:40Z,3h 43m 45s,akashwi,https://github.com/freeCodeCamp/freeCodeCamp/pull/69048
69044,0s,0s,0,0s,0,0,0,0,0,2026-07-26T12:58:39Z,2026-07-26T19:41:33Z,6h 42m 54s,vinniit-23,https://github.com/freeCodeCamp/freeCodeCamp/pull/69044
69043,0s,0s,0,0s,0,0,0,0,0,2026-07-26T12:00:53Z,2026-07-26T19:06:21Z,7h 5m 28s,syeda-hira-batool,https://github.com/freeCodeCamp/freeCodeCamp/pull/69043
69041,0s,0s,0,0s,0,0,0,0,0,2026-07-26T07:20:30Z,2026-07-26T19:01:12Z,11h 40m 42s,ashis-baral,https://github.com/freeCodeCamp/freeCodeCamp/pull/69041
69036,0s,0s,0,0s,0,1,0,1,2,2026-07-25T12:11:25Z,2026-07-27T03:51:30Z,1d 15h 40m 5s,anupamme,https://github.com/freeCodeCamp/freeCodeCamp/pull/69036
69034,0s,0s,0,0s,0,0,0,0,0,2026-07-25T08:15:04Z,2026-07-25T11:35:51Z,3h 20m 47s,khushi-gupta-dev,https://github.com/freeCodeCamp/freeCodeCamp/pull/69034
69030,0s,0s,0,0s,0,0,0,0,0,2026-07-25T04:49:09Z,2026-07-25T11:21:59Z,6h 32m 50s,santhiprakash,https://github.com/freeCodeCamp/freeCodeCamp/pull/69030
69010,0s,0s,0,0s,0,0,0,0,0,2026-07-24T06:51:07Z,2026-07-24T15:59:16Z,9h 8m 9s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/69010
68994,1h 16m,1h 16m,76,0s,0,1,0,1,2,2026-07-23T09:55:21Z,2026-07-23T14:18:54Z,4h 23m 33s,majestic-owl448,https://github.com/freeCodeCamp/freeCodeCamp/pull/68994
68894,0s,0s,0,0s,0,0,0,0,0,2026-07-16T21:19:53Z,2026-07-17T02:41:03Z,5h 21m 10s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/68894
68882,8m 1s,8m 1s,8,8m 1s,8,0,0,0,0,2026-07-16T15:46:07Z,2026-07-16T17:00:46Z,1h 14m 39s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/68882
68879,1d 16h 29m,5 days and 29m [Based on 8h on a working day],2429,4 days and 2h [Based on 8h on a working day],2040,6,0,1,7,2026-07-16T10:55:53Z,2026-07-24T14:05:37Z,8d 3h 9m 44s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/68879
68782,0s,0s,0,0s,0,1,0,1,2,2026-07-13T11:08:59Z,2026-07-13T12:35:27Z,1h 26m 28s,Priyadharshinidhandapani,https://github.com/freeCodeCamp/freeCodeCamp/pull/68782
68761,0s,0s,0,0s,0,0,0,0,0,2026-07-12T22:18:53Z,2026-07-12T23:46:59Z,1h 28m 6s,byte-Raccoon,https://github.com/freeCodeCamp/freeCodeCamp/pull/68761
68754,0s,0s,0,0s,0,0,0,0,0,2026-07-12T15:21:45Z,2026-07-12T23:17:47Z,7h 56m 2s,typovrak,https://github.com/freeCodeCamp/freeCodeCamp/pull/68754
68743,0s,0s,0,0s,0,0,0,0,0,2026-07-12T06:29:35Z,2026-07-12T10:20:40Z,3h 51m 5s,thetalhamubarak,https://github.com/freeCodeCamp/freeCodeCamp/pull/68743
68735,0s,0s,0,0s,0,0,0,0,0,2026-07-11T09:03:40Z,2026-07-14T04:30:41Z,2d 19h 27m 1s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/68735
68683,1h 57m 49s,1h 57m 49s,117,1h 57m 49s,117,0,0,0,0,2026-07-10T18:02:28Z,2026-07-10T20:36:51Z,2h 34m 23s,rarestpreet,https://github.com/freeCodeCamp/freeCodeCamp/pull/68683
68679,3h 39m 37s,3h 39m 37s,219,3h 39m 37s,219,0,0,0,0,2026-07-10T16:29:21Z,2026-07-10T20:09:23Z,3h 40m 2s,vijaykiran06,https://github.com/freeCodeCamp/freeCodeCamp/pull/68679
68675,29m 9s,29m 9s,29,29m 9s,29,0,1,0,1,2026-07-10T14:00:55Z,2026-07-10T16:16:04Z,2h 15m 9s,Vader069,https://github.com/freeCodeCamp/freeCodeCamp/pull/68675
68662,0s,0s,0,0s,0,0,0,0,0,2026-07-09T23:02:11Z,2026-07-10T04:19:21Z,5h 17m 10s,Arpit483,https://github.com/freeCodeCamp/freeCodeCamp/pull/68662
68661,0s,0s,0,0s,0,0,0,0,0,2026-07-09T22:14:59Z,2026-07-09T23:14:01Z,59m 2s,Mohith174,https://github.com/freeCodeCamp/freeCodeCamp/pull/68661
68660,0s,0s,0,0s,0,0,0,0,0,2026-07-09T21:17:01Z,2026-07-09T23:09:06Z,1h 52m 5s,neetcodeprogress-lang,https://github.com/freeCodeCamp/freeCodeCamp/pull/68660
68647,0s,0s,0,0s,0,0,0,0,0,2026-07-09T10:06:30Z,2026-07-09T11:35:32Z,1h 29m 2s,qsy123-coder,https://github.com/freeCodeCamp/freeCodeCamp/pull/68647
68634,1h 18m,1h 18m,78,0s,0,1,0,1,2,2026-07-09T04:38:57Z,2026-07-09T15:26:19Z,10h 47m 22s,SK-Sathyavada-008,https://github.com/freeCodeCamp/freeCodeCamp/pull/68634
68631,0s,0s,0,0s,0,0,0,0,0,2026-07-08T23:04:10Z,2026-07-09T08:47:40Z,9h 43m 30s,PuddleOfFat,https://github.com/freeCodeCamp/freeCodeCamp/pull/68631
68619,0s,0s,0,0s,0,0,0,0,0,2026-07-08T10:46:43Z,2026-07-08T11:27:02Z,40m 19s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68619
68594,8h 19m,1 day and 19m [Based on 8h on a working day],499,1 day and 19m [Based on 8h on a working day],499,0,0,0,0,2026-07-06T21:09:23Z,2026-07-09T06:54:34Z,2d 9h 45m 11s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/68594
68491,1h 47m 33s,1h 47m 33s,107,1h 47m 33s,107,0,0,0,0,2026-07-02T17:24:00Z,2026-07-02T19:53:16Z,2h 29m 16s,priyanshubarnwal122-ai,https://github.com/freeCodeCamp/freeCodeCamp/pull/68491
68439,2d 0h 9m,6 days and 9m [Based on 8h on a working day],2889,6 days and 9m [Based on 8h on a working day],2889,0,0,0,0,2026-07-01T12:43:11Z,2026-07-13T10:17:22Z,11d 21h 34m 11s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/68439
68435,0s,0s,0,0s,0,1,0,1,2,2026-07-01T11:39:52Z,2026-07-01T12:55:12Z,1h 15m 20s,klaus007p,https://github.com/freeCodeCamp/freeCodeCamp/pull/68435
68330,16h,2 days [Based on 8h on a working day],960,2 days [Based on 8h on a working day],960,1,0,1,2,2026-06-28T16:45:41Z,2026-07-01T10:49:06Z,2d 18h 3m 25s,TruptiAgrawal,https://github.com/freeCodeCamp/freeCodeCamp/pull/68330
68099,50m,50m,50,50m,50,0,0,0,0,2026-06-19T12:58:22Z,2026-06-19T14:41:43Z,1h 43m 21s,Jaun-van-Deventer,https://github.com/freeCodeCamp/freeCodeCamp/pull/68099
68083,51m 31s,51m 31s,51,50m 43s,50,1,0,1,2,2026-06-18T19:33:59Z,2026-06-18T21:04:41Z,1h 30m 42s,rohanbyale,https://github.com/freeCodeCamp/freeCodeCamp/pull/68083
68079,15m 51s,15m 51s,15,15m 51s,15,0,0,0,0,2026-06-18T19:36:18Z,2026-06-18T19:52:17Z,15m 59s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/68079
68000,1h,1h,60,1h,60,4,1,1,6,2026-06-16T20:25:34Z,2026-06-16T23:34:52Z,3h 9m 18s,fraternebahirwe,https://github.com/freeCodeCamp/freeCodeCamp/pull/68000
67959,0s,0s,0,0s,0,0,0,0,0,2026-06-15T09:44:54Z,2026-06-15T11:32:00Z,1h 47m 6s,TEE0207,https://github.com/freeCodeCamp/freeCodeCamp/pull/67959
67932,0s,0s,0,0s,0,5,0,1,6,2026-06-13T12:42:45Z,2026-06-14T19:17:57Z,1d 6h 35m 12s,TechGenius-Karan,https://github.com/freeCodeCamp/freeCodeCamp/pull/67932
67929,0s,0s,0,0s,0,0,0,0,0,2026-06-13T09:18:26Z,2026-06-14T14:13:50Z,1d 4h 55m 24s,saugatkarke,https://github.com/freeCodeCamp/freeCodeCamp/pull/67929
67927,0s,0s,0,0s,0,0,0,0,0,2026-06-13T08:13:41Z,2026-06-14T14:01:21Z,1d 5h 47m 40s,KaushikBalaji05,https://github.com/freeCodeCamp/freeCodeCamp/pull/67927
67815,2h,2h,120,2h,120,0,0,0,0,2026-06-04T19:46:51Z,2026-06-04T21:05:13Z,1h 18m 22s,pdtrang,https://github.com/freeCodeCamp/freeCodeCamp/pull/67815
67756,0s,0s,0,0s,0,0,0,0,0,2026-06-01T21:30:47Z,2026-06-02T01:55:35Z,4h 24m 48s,fremendes,https://github.com/freeCodeCamp/freeCodeCamp/pull/67756
67728,0s,0s,0,0s,0,0,0,0,0,2026-05-31T08:38:01Z,2026-05-31T12:34:07Z,3h 56m 6s,ms-misty-eyed,https://github.com/freeCodeCamp/freeCodeCamp/pull/67728
67691,4h,4h,240,4h,240,0,0,0,0,2026-05-29T17:18:47Z,2026-05-29T22:41:15Z,5h 22m 28s,annafreidl,https://github.com/freeCodeCamp/freeCodeCamp/pull/67691
67687,35m,35m,35,35m,35,0,0,0,0,2026-05-29T12:30:54Z,2026-05-29T15:17:58Z,2h 47m 4s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/67687
67595,0s,0s,0,0s,0,0,0,0,0,2026-05-25T10:01:11Z,2026-05-25T12:12:05Z,2h 10m 54s,TheSeydiCharyyev,https://github.com/freeCodeCamp/freeCodeCamp/pull/67595
67573,0s,0s,0,0s,0,0,0,0,0,2026-05-24T13:08:01Z,2026-05-25T12:09:47Z,23h 1m 46s,Vanishagupta18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67573
67528,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-05-22T01:22:29Z,2026-05-24T19:33:56Z,2d 18h 11m 27s,DanielcoderIA,https://github.com/freeCodeCamp/freeCodeCamp/pull/67528
67514,1h 0m 16s,1h 0m 16s,60,1h 0m 16s,60,0,0,0,0,2026-05-21T17:40:35Z,2026-05-21T19:19:28Z,1h 38m 53s,Rafaelkocharli,https://github.com/freeCodeCamp/freeCodeCamp/pull/67514
67513,2h 46m 28s,2h 46m 28s,166,2h 46m 28s,166,0,0,0,0,2026-06-02T15:46:24Z,2026-06-04T07:15:03Z,1d 15h 28m 39s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67513
67508,0s,0s,0,0s,0,0,0,0,0,2026-05-21T10:05:51Z,2026-05-21T11:22:13Z,1h 16m 22s,yaseen-vm,https://github.com/freeCodeCamp/freeCodeCamp/pull/67508
67475,49m,49m,49,49m,49,0,0,0,0,2026-05-20T09:43:26Z,2026-05-20T13:49:08Z,4h 5m 42s,vipin8797,https://github.com/freeCodeCamp/freeCodeCamp/pull/67475
67455,0s,0s,0,0s,0,0,0,0,0,2026-05-19T09:32:27Z,2026-05-19T13:49:20Z,4h 16m 53s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/67455
67454,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-05-19T08:42:19Z,2026-05-20T13:15:52Z,1d 4h 33m 33s,wittjeff,https://github.com/freeCodeCamp/freeCodeCamp/pull/67454
67411,0s,0s,0,0s,0,0,0,0,0,2026-05-14T21:03:26Z,2026-05-14T21:46:27Z,43m 1s,tenzin-4776,https://github.com/freeCodeCamp/freeCodeCamp/pull/67411
67410,2h,2h,120,2h,120,0,0,0,0,2026-05-14T19:09:21Z,2026-05-14T21:42:07Z,2h 32m 46s,debabratasaha-dev,https://github.com/freeCodeCamp/freeCodeCamp/pull/67410
67408,3h,3h,180,3h,180,0,0,0,0,2026-05-14T18:46:21Z,2026-05-14T21:05:22Z,2h 19m 1s,vinodM09,https://github.com/freeCodeCamp/freeCodeCamp/pull/67408
67405,1h 48m 45s,1h 48m 45s,108,1h 48m 45s,108,0,0,0,0,2026-05-14T17:14:45Z,2026-05-14T19:03:38Z,1h 48m 53s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/67405
67404,2h 3m 33s,2h 3m 33s,123,2h 3m 7s,123,1,0,1,2,2026-05-14T17:10:46Z,2026-05-14T19:49:30Z,2h 38m 44s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/67404
67403,1h 54m 39s,1h 54m 39s,114,1h 54m 39s,114,0,0,0,0,2026-05-14T17:07:17Z,2026-05-14T19:02:05Z,1h 54m 48s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/67403
67402,1h 55m 13s,1h 55m 13s,115,1h 55m 13s,115,0,0,0,0,2026-05-14T17:04:07Z,2026-05-14T19:00:01Z,1h 55m 54s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/67402
67401,1h 53m 23s,1h 53m 23s,113,1h 53m 23s,113,0,0,0,0,2026-05-14T17:03:35Z,2026-05-14T18:57:07Z,1h 53m 32s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/67401
67400,1h 55m 1s,1h 55m 1s,115,1h 54m 21s,114,1,0,1,2,2026-05-14T16:58:24Z,2026-05-14T19:30:48Z,2h 32m 24s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/67400
67399,1h 54m 47s,1h 54m 47s,114,1h 54m 47s,114,0,0,0,0,2026-05-14T16:51:16Z,2026-05-14T18:46:12Z,1h 54m 56s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/67399
67398,1h 52m 51s,1h 52m 51s,112,1h 52m 25s,112,1,0,1,2,2026-05-14T16:47:20Z,2026-05-14T19:17:28Z,2h 30m 8s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/67398
67395,3h 35m 32s,3h 35m 32s,215,3h 35m 32s,215,0,0,0,0,2026-05-14T14:59:49Z,2026-05-14T19:12:43Z,4h 12m 54s,moaedy,https://github.com/freeCodeCamp/freeCodeCamp/pull/67395
67317,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,1,0,1,2,2026-05-11T00:23:15Z,2026-05-12T00:14:10Z,23h 50m 55s,TEE0207,https://github.com/freeCodeCamp/freeCodeCamp/pull/67317
67280,0s,0s,0,0s,0,0,0,0,0,2026-05-08T07:51:28Z,2026-05-08T11:20:43Z,3h 29m 15s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/67280
67262,49m 36s,49m 36s,49,49m 36s,49,0,0,0,0,2026-05-06T18:04:28Z,2026-05-06T19:00:11Z,55m 43s,Agent-A345,https://github.com/freeCodeCamp/freeCodeCamp/pull/67262
67261,21m,21m,21,21m,21,0,0,0,0,2026-05-08T12:17:41Z,2026-05-08T13:54:07Z,1h 36m 26s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/67261
67253,0s,0s,0,0s,0,0,0,0,0,2026-05-06T09:19:56Z,2026-05-06T14:21:50Z,5h 1m 54s,ShaunSHamilton,https://github.com/freeCodeCamp/freeCodeCamp/pull/67253
67251,2h 9m 37s,2h 9m 37s,129,2h 9m 37s,129,0,0,0,0,2026-05-06T16:41:41Z,2026-05-06T18:51:27Z,2h 9m 46s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/67251
67233,0s,0s,0,0s,0,0,0,0,0,2026-05-05T00:53:21Z,2026-05-05T01:30:00Z,36m 39s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/67233
67198,0s,0s,0,0s,0,0,0,0,0,2026-05-01T21:03:17Z,2026-05-01T23:04:07Z,2h 0m 50s,majestic-owl448,https://github.com/freeCodeCamp/freeCodeCamp/pull/67198
67195,6h,6h,360,6h,360,1,0,1,2,2026-05-01T15:56:27Z,2026-05-04T07:46:33Z,2d 15h 50m 6s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/67195
67185,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-04-30T06:49:55Z,2026-05-03T21:14:27Z,3d 14h 24m 32s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/67185
67149,8h,1 day [Based on 8h on a working day],480,0s,0,1,0,1,2,2026-04-28T00:18:41Z,2026-04-29T01:09:40Z,1d 0h 50m 59s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/67149
67130,1d 16h,5 days [Based on 8h on a working day],2400,0s,0,4,0,2,6,2026-04-26T20:16:58Z,2026-05-04T11:24:37Z,7d 15h 7m 39s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/67130
67106,0s,0s,0,0s,0,0,0,0,0,2026-04-25T01:46:20Z,2026-04-25T10:47:35Z,9h 1m 15s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67106
67103,0s,0s,0,0s,0,0,0,0,0,2026-04-24T23:22:08Z,2026-04-25T00:42:34Z,1h 20m 26s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/67103
67102,1h,1h,60,1h,60,0,0,0,0,2026-04-24T20:51:44Z,2026-04-24T23:45:28Z,2h 53m 44s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67102
67099,3h,3h,180,3h,180,0,0,0,0,2026-04-24T18:19:08Z,2026-04-24T23:44:09Z,5h 25m 1s,AyushK5ingh,https://github.com/freeCodeCamp/freeCodeCamp/pull/67099
67087,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-04-24T07:15:56Z,2026-04-26T23:28:29Z,2d 16h 12m 33s,AyushK5ingh,https://github.com/freeCodeCamp/freeCodeCamp/pull/67087
67082,0s,0s,0,0s,0,0,0,0,0,2026-04-23T23:58:50Z,2026-04-24T00:37:45Z,38m 55s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67082
67081,0s,0s,0,0s,0,0,0,0,0,2026-04-23T22:39:15Z,2026-04-24T00:37:12Z,1h 57m 57s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67081
67075,6d 7h 36m,18 days and 7h 36m [Based on 8h on a working day],9096,0s,0,4,1,2,7,2026-04-23T08:29:43Z,2026-05-20T21:11:32Z,27d 12h 41m 49s,AdityaSinghWebDev,https://github.com/freeCodeCamp/freeCodeCamp/pull/67075
67069,0s,0s,0,0s,0,0,0,0,0,2026-04-22T21:19:44Z,2026-04-22T22:42:00Z,1h 22m 16s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67069
66909,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-04-13T09:00:04Z,2026-04-15T12:10:11Z,2d 3h 10m 7s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/66909
66905,16h,2 days [Based on 8h on a working day],960,2 days [Based on 8h on a working day],960,0,0,0,0,2026-04-12T18:52:35Z,2026-04-15T12:51:37Z,2d 17h 59m 2s,riddhimachawla,https://github.com/freeCodeCamp/freeCodeCamp/pull/66905
66882,2m 38s,2m 38s,2,2m 38s,2,0,0,0,0,2026-04-09T17:48:13Z,2026-04-09T18:22:52Z,34m 39s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/66882
